0	0.03125	0.0	0.1965046	2.9373464	-5.2582823	7.4889153	-6.9282667	3.3673349	-0.6677966
0	0.03125	0.0	0.0051780	0.1750280	2.7718680	-4.6457154	4.6780502	-3.2768090	0.9840994
0	0.03125	0.2	0.2080760	3.0112422	-5.1048701	7.6348715	-6.8347547	2.7940766	-0.3882688
0	0.03125	0.2	0.0084834	0.2406767	2.4574292	-3.6452421	3.6142837	-2.8451814	0.9270638
0	0.03125	0.4	0.2357940	3.0822400	-3.5792100	3.9476890	1.9131590	-6.8872200	3.1896800
0	0.03125	0.4	0.0145140	0.4038000	1.6422700	-0.3906100	-0.6480700	-0.2940300	0.2514900
0	0.03125	0.6	0.2902240	3.6892050	-4.5739100	11.7098900	-6.3750000	-5.8894100	4.2452400
0	0.03125	0.6	0.0208890	0.7016780	0.1631840	5.7072160	-8.2075800	3.4561120	-0.4454700
0	0.03125	0.8	0.5163550	2.5310830	14.7129000	-43.6218000	101.0657000	-116.0810000	46.1909000
0	0.03125	0.8	0.0825460	0.4971770	4.6064810	-7.3326700	21.1486200	-29.3451000	12.4914000
0	0.0625	0.0	0.2695332	2.1626001	-1.6551569	-1.2970208	4.5604304	-4.3163876	1.4010655
0	0.0625	0.0	0.0138667	0.1827458	2.5749608	-3.9044679	3.3556301	-2.1772209	0.6420134
0	0.0625	0.2	0.2845892	2.2264055	-1.4546190	-1.5760719	5.1131083	-4.9485443	1.6207574
0	0.0625	0.2	0.0199077	0.2210874	2.4642047	-3.5898625	3.1624039	-2.2403780	0.6965751
0	0.0625	0.4	0.3261480	2.5200870	-1.8847000	2.1798740	-1.4597100	-0.1886500	0.2393400
0	0.0625	0.4	0.0294120	0.3699370	1.9220850	-1.2071500	-0.4394000	0.2737550	-0.0395200
0	0.0625	0.6	0.4166330	3.1566470	-2.6248900	7.7325910	-9.6927800	3.6428700	-0.0892000
0	0.0625	0.6	0.0598460	0.4340740	2.6811560	-3.1936600	4.0753720	-4.6940200	1.8285500
0	0.0625	0.8	0.6540140	3.4231920	3.8158050	-4.1586900	3.4715330	-10.3104000	6.6280000
0	0.0625	0.8	0.1214780	0.6975490	2.9718330	-1.3036500	-0.0754900	-3.0465100	2.1670000
0	0.125	0.0	0.4065238	0.7772483	3.8861644	-12.5739430	16.7602070	-11.0145930	2.8706957
0	0.125	0.0	0.0320270	0.1825342	2.2670449	-2.7076615	1.2088194	-0.3777430	0.0763155
0	0.125	0.2	0.4242116	1.0089302	3.2973815	-12.1597260	17.8733860	-12.8686680	3.6281712
0	0.125	0.2	0.0429859	0.2033811	2.2563818	-2.8752160	1.8152558	-1.0512327	0.3181077
0	0.125	0.4	0.4917770	1.6592320	-0.1080400	0.1793240	-2.7076100	3.3680620	-1.3489700
0	0.125	0.4	0.0634270	0.3722500	1.6231670	-0.5306500	-2.0007400	1.8943780	-0.5880300
0	0.125	0.6	0.6591820	1.8759140	1.0212600	-1.7698000	-0.5653600	1.2479960	-0.4376600
0	0.125	0.6	0.1116040	0.4714500	1.7940590	-0.7557600	-1.4901700	1.0852180	-0.2113700
0	0.125	0.8	0.9809330	1.8846320	4.8020780	-8.0580200	0.4447850	3.4772660	-1.0567500
0	0.125	0.8	0.2039950	0.4800150	2.8822430	-2.5890100	-0.9683000	1.5372370	-0.3750200
0	0.25	0.0	0.6152816	-0.3348694	6.2955620	-15.5906180	19.2995080	-12.4881070	3.3010035
0	0.25	0.0	0.0703566	0.2828152	1.4036169	-0.6511596	-1.2076596	1.0318656	-0.2423741
0	0.25	0.2	0.6385889	-0.3095132	6.5329787	-16.6228820	21.0566410	-13.8501200	3.6988146
0	0.25	0.2	0.0840059	0.1999367	1.8218113	-1.7756899	0.3757186	-0.0785358	0.0643386
0	0.25	0.4	0.7390420	0.0548160	4.0842620	-7.5883100	5.4047530	-1.0146100	-0.3483400
0	0.25	0.4	0.1164500	0.2479880	1.8282520	-1.7169900	0.1912120	0.1165770	-0.0186100
0	0.25	0.6	0.9461210	-0.1858800	5.5867460	-9.8634900	5.9596870	0.1296440	-1.0026100
0	0.25	0.6	0.1778050	0.2056680	2.0979210	-1.8039500	-0.5558700	1.1461400	-0.4206600
0	0.25	0.8	1.2452110	-0.6921900	8.3260620	-14.9480000	8.6936910	0.4755790	-1.3926600
0	0.25	0.8	0.2585640	0.1548890	2.1170240	-0.4910000	-4.6146100	5.4550750	-1.9663300
0	0.5	0.0	0.8776607	-0.6729719	3.7721411	-6.5209060	6.3377934	-3.7028038	0.9872447
0	0.5	0.0	0.1277541	0.4368502	0.4904522	1.0427434	-2.9631236	2.0826525	-0.5184313
0	0.5	0.2	0.9003948	-0.8850488	5.2743239	-11.2675230	13.8907550	-9.6373584	2.8183906
0	0.5	0.2	0.1404409	0.3215397	1.1010666	-1.0257556	0.6943940	-1.0793186	0.5410929
0	0.5	0.4	1.0058060	-0.7322600	2.9951940	-1.9459200	-3.2613500	5.1424570	-2.0306200
0	0.5	0.4	0.1740870	0.3051630	1.2070310	-0.6720500	-1.0651300	1.1445590	-0.3644800
0	0.5	0.6	1.1826010	-1.1072500	3.9623640	-2.7781300	-4.3097300	7.2772750	-2.9648200
0	0.5	0.6	0.2277120	0.1701170	1.5499470	-1.1051200	-0.8333700	1.1717060	-0.4194500
0	0.5	0.8	1.3833380	-1.3900300	4.3755780	-3.7372600	-2.5403200	5.3036000	-2.0932400
0	0.5	0.8	0.2820110	0.0839230	1.7258580	-1.5358100	-0.0635600	0.5006780	-0.1982200
0	1	0.0	1.1977992	-0.5244870	0.1498299	2.3284866	-5.1058499	4.3469049	-1.3487980
0	1	0.0	0.1870117	0.6987352	0.1316900	0.7269255	-2.5259384	2.1756251	-0.6540458
0	1	0.2	1.2263282	-1.1608467	4.4744783	-11.5842310	17.8112410	-14.4082500	4.6998279
0	1	0.2	0.2154786	0.2441623	2.8107820	-7.6574580	11.1714130	-9.0053693	2.9542871
0	1	0.4	1.2989480	-0.9978000	1.9479540	-1.3002700	-1.4940100	2.8306230	-1.2126000
0	1	0.4	0.2386246	0.1447774	3.3198992	-9.2456599	13.8235120	-11.2237150	3.6868232
0	1	0.6	1.3971180	-1.1348400	1.7918740	-0.4202600	-2.8679300	3.7685480	-1.4405000
0	1	0.6	0.2445870	0.5326670	0.5939690	-0.0361800	-2.0163100	2.2167010	-0.7782200
